Date,Source_x,Site ID_x,POC_x,Daily Mean PM2.5 Concentration,UNITS_x,DAILY_AQI_VALUE_x,Site Name_x,DAILY_OBS_COUNT_x,PERCENT_COMPLETE_x,AQS_PARAMETER_CODE_x,AQS_PARAMETER_DESC_x,CBSA_CODE_x,CBSA_NAME_x,STATE_CODE_x,STATE_x,COUNTY_CODE_x,COUNTY_x,SITE_LATITUDE_x,SITE_LONGITUDE_x,Source_y,Site ID_y,POC_y,Daily Max 8-hour Ozone Concentration,UNITS_y,DAILY_AQI_VALUE_y,Site Name_y,DAILY_OBS_COUNT_y,PERCENT_COMPLETE_y,AQS_PARAMETER_CODE_y,AQS_PARAMETER_DESC_y,CBSA_CODE_y,CBSA_NAME_y,STATE_CODE_y,STATE_y,COUNTY_CODE_y,COUNTY_y,SITE_LATITUDE_y,SITE_LONGITUDE_y,state,dataQualityGrade,death,deathConfirmed,deathIncrease,deathProbable,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCumulative,inIcuCurrently,negative,negativeIncrease,negativeTestsAntibody,negativeTestsPeopleAntibody,negativeTestsViral,onVentilatorCumulative,onVentilatorCurrently,positive,positiveCasesViral,positiveIncrease,positiveScore,positiveTestsAntibody,positiveTestsAntigen,positiveTestsPeopleAntibody,positiveTestsPeopleAntigen,positiveTestsViral,recovered,totalTestEncountersViral,totalTestEncountersViralIncrease,totalTestResults,totalTestResultsIncrease,totalTestsAntibody,totalTestsAntigen,totalTestsPeopleAntibody,totalTestsPeopleAntigen,totalTestsPeopleViral,totalTestsPeopleViralIncrease,totalTestsViral,totalTestsViralIncrease
8/4/2016,AQS,270530962,3,4.7,ug/m3 LC,20,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962.0,1.0,0.036000000000000004,ppm,33.0,Near Road I-35/I-94,17.0,100.0,44201.0,Ozone,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",27.0,Minnesota,53.0,Hennepin,44.965242,-93.254759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/2016,AQS,270530962,3,3.5,ug/m3 LC,15,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962.0,1.0,0.018000000000000002,ppm,17.0,Near Road I-35/I-94,15.0,88.0,44201.0,Ozone,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",27.0,Minnesota,53.0,Hennepin,44.965242,-93.254759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/2016,AQS,270530962,3,4.2,ug/m3 LC,18,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962.0,1.0,0.022,ppm,20.0,Near Road I-35/I-94,17.0,100.0,44201.0,Ozone,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",27.0,Minnesota,53.0,Hennepin,44.965242,-93.254759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/2016,AQS,270530962,3,7.4,ug/m3 LC,31,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962.0,1.0,0.034,ppm,31.0,Near Road I-35/I-94,17.0,100.0,44201.0,Ozone,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",27.0,Minnesota,53.0,Hennepin,44.965242,-93.254759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/2016,AQS,270530962,3,6.0,ug/m3 LC,25,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962.0,1.0,0.034,ppm,31.0,Near Road I-35/I-94,17.0,100.0,44201.0,Ozone,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",27.0,Minnesota,53.0,Hennepin,44.965242,-93.254759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2016,AQS,270530962,3,6.9,ug/m3 LC,29,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962.0,1.0,0.033,ppm,31.0,Near Road I-35/I-94,17.0,100.0,44201.0,Ozone,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",27.0,Minnesota,53.0,Hennepin,44.965242,-93.254759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2016,AQS,270530962,3,4.9,ug/m3 LC,20,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962.0,1.0,0.035,ppm,32.0,Near Road I-35/I-94,17.0,100.0,44201.0,Ozone,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",27.0,Minnesota,53.0,Hennepin,44.965242,-93.254759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/11/2016,AQS,270530962,3,2.9,ug/m3 LC,12,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962.0,1.0,0.031,ppm,29.0,Near Road I-35/I-94,17.0,100.0,44201.0,Ozone,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",27.0,Minnesota,53.0,Hennepin,44.965242,-93.254759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2016,AQS,270530962,3,4.1,ug/m3 LC,17,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962.0,1.0,0.017,ppm,16.0,Near Road I-35/I-94,17.0,100.0,44201.0,Ozone,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",27.0,Minnesota,53.0,Hennepin,44.965242,-93.254759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2016,AQS,270530962,3,4.6,ug/m3 LC,19,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962.0,1.0,0.028,ppm,26.0,Near Road I-35/I-94,17.0,100.0,44201.0,Ozone,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",27.0,Minnesota,53.0,Hennepin,44.965242,-93.254759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2016,AQS,270530962,3,4.6,ug/m3 LC,19,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962.0,1.0,0.026,ppm,24.0,Near Road I-35/I-94,17.0,100.0,44201.0,Ozone,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",27.0,Minnesota,53.0,Hennepin,44.965242,-93.254759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2016,AQS,270530962,3,6.4,ug/m3 LC,27,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962.0,1.0,0.036000000000000004,ppm,33.0,Near Road I-35/I-94,17.0,100.0,44201.0,Ozone,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",27.0,Minnesota,53.0,Hennepin,44.965242,-93.254759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/2016,AQS,270530962,3,6.6,ug/m3 LC,28,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962.0,1.0,0.035,ppm,32.0,Near Road I-35/I-94,17.0,100.0,44201.0,Ozone,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",27.0,Minnesota,53.0,Hennepin,44.965242,-93.254759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2016,AQS,270530962,3,8.5,ug/m3 LC,35,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962.0,1.0,0.041,ppm,38.0,Near Road I-35/I-94,17.0,100.0,44201.0,Ozone,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",27.0,Minnesota,53.0,Hennepin,44.965242,-93.254759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/2016,AQS,270530962,3,6.7,ug/m3 LC,28,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962.0,1.0,0.03,ppm,28.0,Near Road I-35/I-94,17.0,100.0,44201.0,Ozone,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",27.0,Minnesota,53.0,Hennepin,44.965242,-93.254759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/2016,AQS,270530962,3,3.5,ug/m3 LC,15,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962.0,1.0,0.029,ppm,27.0,Near Road I-35/I-94,17.0,100.0,44201.0,Ozone,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",27.0,Minnesota,53.0,Hennepin,44.965242,-93.254759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/2016,AQS,270530962,3,5.0,ug/m3 LC,21,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962.0,1.0,0.009000000000000001,ppm,8.0,Near Road I-35/I-94,17.0,100.0,44201.0,Ozone,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",27.0,Minnesota,53.0,Hennepin,44.965242,-93.254759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/2016,AQS,270530962,3,4.5,ug/m3 LC,19,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962.0,1.0,0.021,ppm,19.0,Near Road I-35/I-94,17.0,100.0,44201.0,Ozone,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",27.0,Minnesota,53.0,Hennepin,44.965242,-93.254759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/2016,AQS,270530962,3,3.8,ug/m3 LC,16,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962.0,1.0,0.036000000000000004,ppm,33.0,Near Road I-35/I-94,17.0,100.0,44201.0,Ozone,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",27.0,Minnesota,53.0,Hennepin,44.965242,-93.254759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2016,AQS,270530962,3,5.7,ug/m3 LC,24,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962.0,1.0,0.035,ppm,32.0,Near Road I-35/I-94,17.0,100.0,44201.0,Ozone,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",27.0,Minnesota,53.0,Hennepin,44.965242,-93.254759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
