Date,Source,Site ID,POC,Daily Max 8-hour Ozone Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
3/18/2015,AQS,270530962,1,0.033,ppm,31,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
3/19/2015,AQS,270530962,1,0.037,ppm,34,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
3/20/2015,AQS,270530962,1,0.031,ppm,29,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
3/21/2015,AQS,270530962,1,0.03,ppm,28,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
3/22/2015,AQS,270530962,1,0.027,ppm,25,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
3/23/2015,AQS,270530962,1,0.039,ppm,36,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
3/24/2015,AQS,270530962,1,0.046,ppm,43,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
3/25/2015,AQS,270530962,1,0.027,ppm,25,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
3/26/2015,AQS,270530962,1,0.027,ppm,25,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
3/27/2015,AQS,270530962,1,0.034,ppm,31,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
3/28/2015,AQS,270530962,1,0.047,ppm,44,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
3/29/2015,AQS,270530962,1,0.03,ppm,28,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
3/30/2015,AQS,270530962,1,0.028,ppm,26,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
3/31/2015,AQS,270530962,1,0.032,ppm,30,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
4/2/2015,AQS,270530962,1,0.035,ppm,32,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
4/3/2015,AQS,270530962,1,0.03,ppm,28,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
4/4/2015,AQS,270530962,1,0.032,ppm,30,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
4/5/2015,AQS,270530962,1,0.038,ppm,35,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
4/6/2015,AQS,270530962,1,0.033,ppm,31,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
4/7/2015,AQS,270530962,1,0.034,ppm,31,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
4/8/2015,AQS,270530962,1,0.026,ppm,24,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
4/9/2015,AQS,270530962,1,0.02,ppm,19,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
4/10/2015,AQS,270530962,1,0.029,ppm,27,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
4/11/2015,AQS,270530962,1,0.052,ppm,48,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
4/12/2015,AQS,270530962,1,0.051,ppm,47,Near Road I-35/I-94,16,94,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
4/13/2015,AQS,270530962,1,0.034,ppm,31,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
4/14/2015,AQS,270530962,1,0.047,ppm,44,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
4/15/2015,AQS,270530962,1,0.049,ppm,45,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
4/16/2015,AQS,270530962,1,0.044,ppm,41,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
4/17/2015,AQS,270530962,1,0.039,ppm,36,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
4/18/2015,AQS,270530962,1,0.044,ppm,41,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
4/19/2015,AQS,270530962,1,0.03,ppm,28,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
4/20/2015,AQS,270530962,1,0.03,ppm,28,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
4/21/2015,AQS,270530962,1,0.032,ppm,30,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
4/22/2015,AQS,270530962,1,0.033,ppm,31,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
4/23/2015,AQS,270530962,1,0.037,ppm,34,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
4/24/2015,AQS,270530962,1,0.041,ppm,38,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
4/25/2015,AQS,270530962,1,0.046,ppm,43,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
4/27/2015,AQS,270530962,1,0.036,ppm,33,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
4/28/2015,AQS,270530962,1,0.034,ppm,31,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
4/29/2015,AQS,270530962,1,0.032,ppm,30,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
4/30/2015,AQS,270530962,1,0.036,ppm,33,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
5/1/2015,AQS,270530962,1,0.042,ppm,39,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
5/2/2015,AQS,270530962,1,0.064,ppm,80,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
5/3/2015,AQS,270530962,1,0.049,ppm,45,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
5/4/2015,AQS,270530962,1,0.035,ppm,32,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
5/5/2015,AQS,270530962,1,0.053,ppm,49,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
5/6/2015,AQS,270530962,1,0.043,ppm,40,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
5/7/2015,AQS,270530962,1,0.031,ppm,29,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
5/8/2015,AQS,270530962,1,0.018,ppm,17,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
5/9/2015,AQS,270530962,1,0.026,ppm,24,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
5/10/2015,AQS,270530962,1,0.02,ppm,19,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
5/11/2015,AQS,270530962,1,0.016,ppm,15,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
5/12/2015,AQS,270530962,1,0.03,ppm,28,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
5/13/2015,AQS,270530962,1,0.047,ppm,44,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
5/14/2015,AQS,270530962,1,0.027,ppm,25,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
5/15/2015,AQS,270530962,1,0.023,ppm,21,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
5/16/2015,AQS,270530962,1,0.034,ppm,31,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
5/17/2015,AQS,270530962,1,0.042,ppm,39,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
5/18/2015,AQS,270530962,1,0.02,ppm,19,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
5/19/2015,AQS,270530962,1,0.031,ppm,29,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
5/20/2015,AQS,270530962,1,0.033,ppm,31,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
5/21/2015,AQS,270530962,1,0.034,ppm,31,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
5/22/2015,AQS,270530962,1,0.049,ppm,45,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
5/23/2015,AQS,270530962,1,0.044,ppm,41,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
5/24/2015,AQS,270530962,1,0.034,ppm,31,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
5/25/2015,AQS,270530962,1,0.036,ppm,33,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
5/26/2015,AQS,270530962,1,0.013,ppm,12,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
5/27/2015,AQS,270530962,1,0.051,ppm,47,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
5/28/2015,AQS,270530962,1,0.058,ppm,61,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
5/29/2015,AQS,270530962,1,0.019,ppm,18,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
5/30/2015,AQS,270530962,1,0.025,ppm,23,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
5/31/2015,AQS,270530962,1,0.028,ppm,26,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
6/1/2015,AQS,270530962,1,0.041,ppm,38,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
6/2/2015,AQS,270530962,1,0.046,ppm,43,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
6/3/2015,AQS,270530962,1,0.018,ppm,17,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
6/4/2015,AQS,270530962,1,0.021,ppm,19,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
6/5/2015,AQS,270530962,1,0.035,ppm,32,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
6/6/2015,AQS,270530962,1,0.044,ppm,41,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
6/7/2015,AQS,270530962,1,0.043,ppm,40,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
6/8/2015,AQS,270530962,1,0.037,ppm,34,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
6/9/2015,AQS,270530962,1,0.063,ppm,77,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
6/10/2015,AQS,270530962,1,0.029,ppm,27,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
6/11/2015,AQS,270530962,1,0.026,ppm,24,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
6/12/2015,AQS,270530962,1,0.034,ppm,31,Near Road I-35/I-94,15,88,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
6/13/2015,AQS,270530962,1,0.024,ppm,22,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
6/14/2015,AQS,270530962,1,0.046,ppm,43,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
6/15/2015,AQS,270530962,1,0.032,ppm,30,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
6/16/2015,AQS,270530962,1,0.037,ppm,34,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
6/17/2015,AQS,270530962,1,0.027,ppm,25,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
6/18/2015,AQS,270530962,1,0.029,ppm,27,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
6/19/2015,AQS,270530962,1,0.045,ppm,42,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
6/20/2015,AQS,270530962,1,0.036,ppm,33,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
6/21/2015,AQS,270530962,1,0.043,ppm,40,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
6/22/2015,AQS,270530962,1,0.038,ppm,35,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
6/23/2015,AQS,270530962,1,0.04,ppm,37,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
6/24/2015,AQS,270530962,1,0.046,ppm,43,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
6/25/2015,AQS,270530962,1,0.034,ppm,31,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
6/26/2015,AQS,270530962,1,0.038,ppm,35,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
6/27/2015,AQS,270530962,1,0.045,ppm,42,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
6/28/2015,AQS,270530962,1,0.047,ppm,44,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
6/29/2015,AQS,270530962,1,0.029,ppm,27,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
6/30/2015,AQS,270530962,1,0.027,ppm,25,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
7/1/2015,AQS,270530962,1,0.031,ppm,29,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
7/2/2015,AQS,270530962,1,0.043,ppm,40,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
7/3/2015,AQS,270530962,1,0.042,ppm,39,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
7/4/2015,AQS,270530962,1,0.05,ppm,46,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
7/5/2015,AQS,270530962,1,0.042,ppm,39,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
7/6/2015,AQS,270530962,1,0.024,ppm,22,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
7/7/2015,AQS,270530962,1,0.026,ppm,24,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
7/8/2015,AQS,270530962,1,0.039,ppm,36,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
7/9/2015,AQS,270530962,1,0.045,ppm,42,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
7/10/2015,AQS,270530962,1,0.051,ppm,47,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
7/11/2015,AQS,270530962,1,0.032,ppm,30,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
7/12/2015,AQS,270530962,1,0.031,ppm,29,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
7/13/2015,AQS,270530962,1,0.036,ppm,33,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
7/14/2015,AQS,270530962,1,0.022,ppm,20,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
7/15/2015,AQS,270530962,1,0.033,ppm,31,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
7/16/2015,AQS,270530962,1,0.024,ppm,22,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
7/17/2015,AQS,270530962,1,0.047,ppm,44,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
7/18/2015,AQS,270530962,1,0.041,ppm,38,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
7/19/2015,AQS,270530962,1,0.036,ppm,33,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
7/20/2015,AQS,270530962,1,0.023,ppm,21,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
7/21/2015,AQS,270530962,1,0.027,ppm,25,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
7/22/2015,AQS,270530962,1,0.038,ppm,35,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
7/23/2015,AQS,270530962,1,0.046,ppm,43,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
7/24/2015,AQS,270530962,1,0.039,ppm,36,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
7/25/2015,AQS,270530962,1,0.047,ppm,44,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
7/26/2015,AQS,270530962,1,0.042,ppm,39,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759
